user_id,event_dt,event_name
423414359548,2019-09-22 18:15:27,payment_error
249151522772,2019-09-14 22:30:53,payment_error
113539843093,2019-08-20 13:33:35,payment_error
764548565080,2019-08-21 21:56:14,payment_error
981023946856,2019-10-01 16:45:51,payment_error
261287659107,2019-09-04 06:15:36,payment_error
962172650940,2019-09-02 15:43:46,payment_error
234520409270,2019-10-14 05:50:23,payment_error
137676563067,2019-08-14 12:47:32,payment_error
411667248925,2019-09-23 04:50:41,payment_error
373976096717,2019-09-12 11:02:18,payment_error
399118671398,2019-11-02 13:20:07,payment_error
122303756677,2019-08-13 05:42:08,payment_error
704700770689,2019-10-27 02:23:10,payment_error
831538272141,2019-10-24 08:00:04,payment_error
713929821259,2019-09-19 21:45:43,payment_error
751578614245,2019-09-15 13:04:10,payment_error
180342564661,2019-10-31 07:10:51,payment_error
811713482716,2019-09-21 06:02:56,payment_error
850413876494,2019-11-02 15:20:08,payment_error
549282834926,2019-10-18 22:13:17,payment_error
945998427799,2019-09-18 00:16:21,payment_error
451059899900,2019-08-24 03:05:00,payment_error
740133022801,2019-10-03 11:44:57,payment_error
145049125746,2019-09-27 05:43:41,payment_error
820127224774,2019-09-21 23:39:31,payment_error
504191878912,2019-09-14 16:15:21,payment_error
697265735020,2019-09-19 20:53:53,payment_error
074962560591,2019-10-30 01:23:06,payment_error
787962511994,2019-10-24 13:45:26,payment_error
757001602161,2019-08-28 14:00:02,payment_error
754243153829,2019-10-26 09:05:04,payment_error
511915412062,2019-09-04 05:30:56,payment_error
870520154005,2019-09-22 17:10:17,payment_error
206347510224,2019-08-27 23:14:53,payment_error
637012602690,2019-08-28 02:19:11,payment_error
870023766378,2019-10-18 11:24:22,payment_error
840291148334,2019-10-22 19:26:09,payment_error
225627123609,2019-09-02 16:08:27,payment_error
508129908048,2019-10-08 16:23:12,payment_error
332785531272,2019-10-02 02:26:50,payment_error
952810249074,2019-09-04 20:18:08,payment_error
379112642348,2019-11-05 14:53:02,payment_error
822950091671,2019-11-01 05:50:27,payment_error
097038697610,2019-10-03 03:17:20,payment_error
636998367044,2019-09-05 14:25:46,payment_error
333413293783,2019-09-28 18:01:15,payment_error
208949379823,2019-10-17 15:13:19,payment_error
959520311627,2019-09-20 00:43:05,payment_error
708591462963,2019-08-25 06:23:23,payment_error
365188735717,2019-08-30 00:49:29,payment_error
199437658938,2019-10-29 16:23:05,payment_error
442871758873,2019-09-21 02:51:33,payment_error
028637787328,2019-09-12 20:58:21,payment_error
586621092346,2019-09-25 23:56:41,payment_error
432202446111,2019-08-25 20:19:49,payment_error
561524744652,2019-09-29 09:31:02,payment_error
259376595353,2019-08-29 12:52:49,payment_error
705694133998,2019-08-13 11:22:25,payment_error
