user_id,event_dt,revenue
550513263850,2017-01-01 05:42:48,4.99
684381010489,2017-01-01 07:52:44,5.99
998808862497,2017-01-01 07:54:58,4.99
239447150734,2017-01-01 16:22:00,4.99
139237870512,2017-01-01 10:48:58,4.99
276099474596,2017-01-01 01:53:40,4.99
334209904987,2017-01-01 02:59:21,4.99
537853318899,2017-01-01 21:14:52,4.99
681857040530,2017-01-01 21:07:58,4.99
771442828619,2017-01-01 01:46:00,4.99
285453800766,2017-01-01 05:59:59,4.99
697244021208,2017-01-01 12:24:06,4.99
611606133084,2017-01-01 14:27:03,5.99
476480674080,2017-01-01 10:53:54,4.99
718584226975,2017-01-01 11:40:18,4.99
958146392967,2017-01-01 04:28:29,4.99
448429712483,2017-01-01 15:08:24,4.99
479714752136,2017-01-01 05:59:22,4.99
343012119993,2017-01-01 03:43:57,4.99
639246692475,2017-01-01 09:23:28,4.99
741342994576,2017-01-01 11:10:16,4.99
196264677574,2017-01-01 19:16:47,4.99
542227654481,2017-01-01 21:43:56,4.99
287954778353,2017-01-01 20:43:02,4.99
126913011145,2017-01-01 09:52:21,4.99
725313618381,2017-01-01 06:22:45,4.99
147532676491,2017-01-01 13:08:33,4.99
318106657686,2017-01-01 00:28:03,4.99
229382018924,2017-01-01 22:50:44,4.99
932210625592,2017-01-01 09:51:00,4.99
903689688007,2017-01-01 13:33:39,4.99
732837705936,2017-01-01 14:23:27,4.99
376323334561,2017-01-01 03:38:38,4.99
456377903204,2017-01-01 07:40:11,4.99
889747415758,2017-01-01 02:48:00,4.99
138231030459,2017-01-01 01:43:37,5.99
999223626104,2017-01-01 21:07:28,4.99
826679648520,2017-01-01 10:18:22,4.99
413472646164,2017-01-01 03:39:04,4.99
718481023848,2017-01-01 02:07:34,4.99
039845673191,2017-01-01 23:50:37,4.99
632792727921,2017-01-01 20:15:13,4.99
206800151629,2017-01-01 07:47:11,4.99
322713566044,2017-01-01 10:09:50,4.99
292402663246,2017-01-01 01:18:59,4.99
176905403152,2017-01-01 18:34:58,4.99
621337921052,2017-01-01 20:03:18,4.99
070053499646,2017-01-01 22:31:24,4.99
542706682427,2017-01-01 21:58:03,4.99
711725550601,2017-01-01 16:38:15,4.99
502573237521,2017-01-01 23:39:34,4.99
321670792884,2017-01-01 06:09:09,4.99
122942745241,2017-01-01 02:14:50,4.99
242607209122,2017-01-01 11:02:54,4.99
952256827749,2017-01-01 13:12:23,4.99
758359283601,2017-01-01 08:13:36,4.99
807096663410,2017-01-01 16:01:34,4.99
689625856047,2017-01-01 15:45:28,4.99
360868270612,2017-01-01 01:54:04,5.99
536913337908,2017-01-01 07:16:16,4.99
396027872800,2017-01-01 10:11:55,4.99
413161915041,2017-01-01 16:04:11,4.99
026091652441,2017-01-01 14:33:23,5.99
308113171503,2017-01-01 06:44:37,4.99
267893661098,2017-01-01 17:58:29,9.99
648978919700,2017-01-01 10:48:44,4.99
281350549342,2017-01-01 03:41:58,4.99
446001297345,2017-01-01 22:35:29,4.99
664040622721,2017-01-01 04:04:39,4.99
528998476977,2017-01-01 07:22:24,4.99
120518090619,2017-01-01 16:15:33,4.99
436299394144,2017-01-01 10:37:14,4.99
468332393260,2017-01-01 07:46:16,4.99
545828214964,2017-01-01 03:29:11,4.99
481579740868,2017-01-01 10:54:32,4.99
679880109715,2017-01-01 08:18:34,4.99
752988737174,2017-01-01 16:40:26,4.99
559655674355,2017-01-01 00:10:37,4.99
197445658099,2017-01-01 18:21:33,4.99
987445567915,2017-01-01 10:13:44,4.99
078390592374,2017-01-01 12:15:14,4.99
939242980500,2017-01-01 09:53:13,4.99
454411453266,2017-01-01 09:31:26,4.99
518716996866,2017-01-01 14:35:40,4.99
935877575289,2017-01-01 16:48:57,4.99
282419253498,2017-01-01 21:19:31,4.99
600848388945,2017-01-01 18:30:53,4.99
977587977897,2017-01-01 01:36:20,4.99
144230732679,2017-01-01 23:51:08,4.99
590979145247,2017-01-01 03:13:19,4.99
655019224375,2017-01-01 05:45:46,4.99
849912393749,2017-01-01 11:15:51,4.99
769020849952,2017-01-01 01:17:12,4.99
422109259530,2017-01-01 03:39:43,4.99
353688759702,2017-01-01 02:18:35,4.99
344768845992,2017-01-01 05:09:50,4.99
794358277334,2017-01-01 05:28:31,4.99
621302631736,2017-01-01 06:40:01,4.99
602920786769,2017-01-01 16:10:51,4.99
987471491316,2017-01-01 18:28:26,4.99
795779564573,2017-01-01 11:12:38,4.99
681835677305,2017-01-01 01:51:38,4.99
829684736786,2017-01-01 06:56:41,4.99
777194785225,2017-01-01 11:14:13,4.99
647761083396,2017-01-01 07:15:47,4.99
128324548232,2017-01-01 13:12:10,4.99
171842325442,2017-01-01 19:48:10,4.99
603964574531,2017-01-01 10:45:24,4.99
335592617118,2017-01-01 04:00:54,4.99
746974791747,2017-01-01 07:03:40,4.99
695603923852,2017-01-01 20:39:41,4.99
058791044129,2017-01-01 23:46:37,4.99
589658833693,2017-01-01 22:08:22,4.99
874114134583,2017-01-01 21:17:34,4.99
726467644845,2017-01-01 05:54:27,4.99
951630736627,2017-01-01 21:54:26,4.99
164840413073,2017-01-01 23:11:56,4.99
399126856465,2017-01-01 11:08:04,4.99
969209756776,2017-01-01 06:11:40,4.99
086425888426,2017-01-01 21:33:54,4.99
961365575631,2017-01-01 10:58:12,4.99
659032770576,2017-01-01 09:02:19,4.99
540989383089,2017-01-01 00:45:16,4.99
491667697504,2017-01-01 13:22:37,4.99
222833704569,2017-01-01 09:47:11,4.99
559365571296,2017-01-01 11:53:19,4.99
879745832727,2017-01-01 07:36:17,4.99
925436666761,2017-01-01 23:44:28,4.99
039353071401,2017-01-01 05:33:14,4.99
651035526832,2017-01-01 11:35:49,4.99
561129373032,2017-01-01 06:22:57,4.99
717741081184,2017-01-01 05:38:38,4.99
788447908527,2017-01-01 04:39:20,4.99
900571331789,2017-01-01 20:44:15,4.99
216691486011,2017-01-01 05:40:09,4.99
445627753822,2017-01-01 07:35:44,4.99
075786048955,2017-01-01 07:08:19,4.99
710266345837,2017-01-01 17:32:06,4.99
081891534308,2017-01-01 03:52:42,4.99
818897735462,2017-01-01 11:04:12,5.99
516740205622,2017-01-01 18:41:20,4.99
294866499320,2017-01-01 13:07:08,4.99
117822713062,2017-01-01 17:02:07,4.99
