Nov 23 07:01:38 rpi4-20201112 ebpf.plugin: Does not have a configuration file inside `/etc/netdata/ebpf.d.conf. It will try to load stock file.
Nov 23 07:01:38 rpi4-20201112 ebpf.plugin: Name resolution is disabled, collector will not parser "hostnames" list.
Nov 23 07:01:38 rpi4-20201112 ebpf.plugin: The network value of CIDR 127.0.0.1/8 was updated for 127.0.0.0 .
Nov 23 07:01:38 rpi4-20201112 ebpf.plugin: Cannot read process groups configuration file '/etc/netdata/apps_groups.conf'. Will try '/usr/lib/netdata/conf.d/apps_groups.conf'
Nov 25 07:32:33 rpi4-20201112 ebpf.plugin: Does not have a configuration file inside `/etc/netdata/ebpf.d.conf. It will try to load stock file.
Nov 25 07:32:33 rpi4-20201112 ebpf.plugin: Name resolution is disabled, collector will not parser "hostnames" list.
Nov 25 07:32:33 rpi4-20201112 ebpf.plugin: The network value of CIDR 127.0.0.1/8 was updated for 127.0.0.0 .
Nov 25 07:32:33 rpi4-20201112 ebpf.plugin: Cannot read process groups configuration file '/etc/netdata/apps_groups.conf'. Will try '/usr/lib/netdata/conf.d/apps_groups.conf'
Nov 26 07:35:14 rpi4-20201112 ebpf.plugin: Does not have a configuration file inside `/etc/netdata/ebpf.d.conf. It will try to load stock file.
Nov 26 07:35:14 rpi4-20201112 ebpf.plugin: Name resolution is disabled, collector will not parser "hostnames" list.
Nov 26 07:35:14 rpi4-20201112 ebpf.plugin: The network value of CIDR 127.0.0.1/8 was updated for 127.0.0.0 .
Nov 26 07:35:14 rpi4-20201112 ebpf.plugin: Cannot read process groups configuration file '/etc/netdata/apps_groups.conf'. Will try '/usr/lib/netdata/conf.d/apps_groups.conf'
Nov 27 07:41:42 rpi4-20201112 ebpf.plugin: Does not have a configuration file inside `/etc/netdata/ebpf.d.conf. It will try to load stock file.
Nov 27 07:41:42 rpi4-20201112 ebpf.plugin: Name resolution is disabled, collector will not parser "hostnames" list.
Nov 27 07:41:42 rpi4-20201112 ebpf.plugin: The network value of CIDR 127.0.0.1/8 was updated for 127.0.0.0 .
Nov 27 07:41:42 rpi4-20201112 ebpf.plugin: Cannot read process groups configuration file '/etc/netdata/apps_groups.conf'. Will try '/usr/lib/netdata/conf.d/apps_groups.conf'
https://gist.githubusercontent.com/yanchick/d91dce579b3de0fe4606253cb32d8bf0/raw/967ea2eadb0f203f851dddb12b69add3b42a65d2/yndx_clgit
Nov 27 14:45:45 rpi4-20201112 kernel: [1801990.038552] docker0: port 2(veth5c5f4c7) entered blocking state
Nov 27 14:45:45 rpi4-20201112 kernel: [1801990.044879] docker0: port 2(veth5c5f4c7) entered disabled state
Nov 27 14:45:45 rpi4-20201112 kernel: [1801990.051785] device veth5c5f4c7 entered promiscuous mode
Nov 27 14:45:46 rpi4-20201112 kernel: [1801990.908512] eth0: renamed from vethe30a178
Nov 27 14:45:46 rpi4-20201112 kernel: [1801990.932406] IPv6: ADDRCONF(NETDEV_CHANGE): veth5c5f4c7: link becomes ready
Nov 27 14:45:46 rpi4-20201112 kernel: [1801990.939883] docker0: port 2(veth5c5f4c7) entered blocking state
Nov 27 14:45:46 rpi4-20201112 kernel: [1801990.946184] docker0: port 2(veth5c5f4c7) entered forwarding state
Nov 27 14:46:04 rpi4-20201112 kernel: [1802009.218487] docker0: port 2(veth5c5f4c7) entered disabled state
Nov 27 14:46:04 rpi4-20201112 kernel: [1802009.226724] vethe30a178: renamed from eth0
Nov 27 14:46:04 rpi4-20201112 kernel: [1802009.392086] docker0: port 2(veth5c5f4c7) entered disabled state
Nov 27 14:46:05 rpi4-20201112 kernel: [1802009.409631] device veth5c5f4c7 left promiscuous mode
Nov 27 14:46:05 rpi4-20201112 kernel: [1802009.415049] docker0: port 2(veth5c5f4c7) entered disabled state
Nov 27 14:50:18 rpi4-20201112 kernel: [1802262.634355] docker0: port 2(vethe1c437d) entered blocking state
Nov 27 14:50:18 rpi4-20201112 kernel: [1802262.640684] docker0: port 2(vethe1c437d) entered disabled state
https://gist.githubusercontent.com/yanchick/5269bef15edc4f7aacbfd96dcc4851be/raw/8ce1db67f4c62f94d68fc9e72afc5a5e154ae74a/ml_regression_data.csv
Nov 27 14:50:18 rpi4-20201112 kernel: [1802262.647768] device vethe1c437d entered promiscuous mode
Nov 27 14:50:19 rpi4-20201112 kernel: [1802263.506392] eth0: renamed from vethe10e1fe
Nov 27 14:50:19 rpi4-20201112 kernel: [1802263.526236] IPv6: ADDRCONF(NETDEV_CHANGE): vethe1c437d: link becomes ready
Nov 27 14:50:19 rpi4-20201112 kernel: [1802263.533565] docker0: port 2(vethe1c437d) entered blocking state
Nov 27 14:50:19 rpi4-20201112 kernel: [1802263.539807] docker0: port 2(vethe1c437d) entered forwarding state
