user_id,event_dt,revenue
055519067947,2019-05-01 06:49:16,4.99
831753022495,2019-05-01 05:13:14,4.99
284598472478,2019-05-01 17:30:59,4.99
725363192554,2019-05-01 04:43:16,4.99
324356134597,2019-05-01 23:05:43,4.99
962151445481,2019-05-01 19:38:50,4.99
078269245488,2019-05-01 10:58:23,4.99
222085823676,2019-05-01 11:30:15,4.99
917290757207,2019-05-01 18:50:41,4.99
245421213759,2019-05-01 10:01:54,4.99
112553796157,2019-05-01 09:56:40,4.99
294256824501,2019-05-01 07:52:04,4.99
513719148423,2019-05-01 21:04:09,4.99
901663754759,2019-05-01 06:16:06,4.99
449180791899,2019-05-01 18:34:38,4.99
340639681857,2019-05-01 16:59:35,4.99
334374369689,2019-05-01 07:36:46,4.99
021208972761,2019-05-01 08:54:44,4.99
669251761668,2019-05-01 19:03:59,4.99
836721983237,2019-05-01 06:58:59,4.99
808099008415,2019-05-01 11:56:33,4.99
277283195833,2019-05-01 16:37:16,4.99
520331169091,2019-05-01 23:02:22,4.99
846264602428,2019-05-01 04:54:11,4.99
775655361565,2019-05-01 18:36:45,4.99
444126349577,2019-05-01 21:38:21,4.99
561102243104,2019-05-01 10:01:49,4.99
012868080496,2019-05-01 23:38:02,4.99
193225700715,2019-05-01 18:59:51,4.99
931673512709,2019-05-01 21:23:27,4.99
303596505089,2019-05-01 20:20:24,4.99
677574204754,2019-05-01 09:11:59,4.99
443453422847,2019-05-01 05:01:56,5.99
953332431780,2019-05-01 22:29:52,4.99
502982960852,2019-05-01 19:23:55,4.99
973801937756,2019-05-01 10:50:36,4.99
887308377493,2019-05-01 07:31:46,4.99
818237017101,2019-05-01 02:40:00,4.99
676491976250,2019-05-01 19:41:37,4.99
282152870799,2019-05-01 20:31:59,4.99
993350365230,2019-05-01 15:51:36,4.99
714413169079,2019-05-01 01:41:03,4.99
752308295015,2019-05-01 21:20:05,5.99
474218704868,2019-05-01 18:51:50,4.99
913745377802,2019-05-01 16:21:21,4.99
073376206800,2019-05-01 18:00:56,4.99
047883499772,2019-05-01 20:39:50,4.99
584472084628,2019-05-01 21:53:49,4.99
299843920984,2019-05-01 00:05:28,4.99
380961723825,2019-05-01 22:01:11,4.99
858760023002,2019-05-01 10:43:26,4.99
642311747775,2019-05-01 11:45:26,4.99
843006661222,2019-05-01 14:20:17,4.99
574384086118,2019-05-01 13:00:43,4.99
864874914220,2019-05-01 22:00:04,4.99
325143843236,2019-05-01 05:15:38,4.99
515542064614,2019-05-01 17:45:02,4.99
704854536913,2019-05-01 20:07:22,4.99
148433348434,2019-05-01 16:40:46,4.99
309939900585,2019-05-01 00:58:22,5.99
669675352969,2019-05-01 23:11:38,4.99
919700035264,2019-05-01 23:24:51,4.99
549342841958,2019-05-01 05:38:05,4.99
894840446001,2019-05-01 11:40:32,4.99
212974320794,2019-05-01 16:07:19,4.99
676934408479,2019-05-01 09:14:18,4.99
783192085042,2019-05-01 23:50:51,4.99
220094316550,2019-05-01 15:10:06,4.99
230767236040,2019-05-01 20:31:44,4.99
773656985778,2019-05-01 04:15:54,4.99
657505721122,2019-05-01 23:53:11,4.99
270672451091,2019-05-01 00:05:06,4.99
632460833718,2019-05-01 00:08:18,4.99
915988210018,2019-05-01 20:07:39,4.99
504577454411,2019-05-01 05:56:39,4.99
364881870324,2019-05-01 15:38:39,4.99
638459064173,2019-05-01 05:21:59,4.99
849952766843,2019-05-01 22:30:55,4.99
129090422109,2019-05-01 16:30:13,4.99
441128111323,2019-05-01 05:08:31,4.99
021097178283,2019-05-01 13:17:14,4.99
110530705020,2019-05-01 02:37:36,4.99
102792688548,2019-05-01 02:13:57,4.99
698731795779,2019-05-01 10:58:30,4.99
677305833510,2019-05-01 11:31:27,4.99
481787534223,2019-05-01 14:19:06,4.99
662227487619,2019-05-01 05:58:55,5.99
960969017111,2019-05-01 18:28:31,4.99
629740151211,2019-05-01 15:59:23,4.99
418442461644,2019-05-01 23:58:08,4.99
061176213827,2019-05-01 15:57:01,4.99
692024916570,2019-05-01 09:09:52,4.99
317561707152,2019-05-01 07:43:56,4.99
666033958507,2019-05-01 02:46:45,4.99
948728951495,2019-05-01 12:58:19,4.99
831628853176,2019-05-01 13:18:57,4.99
644845188817,2019-05-01 05:20:43,4.99
812946455815,2019-05-01 18:19:20,4.99
208586610550,2019-05-01 20:07:53,4.99
429515163258,2019-05-01 03:54:02,4.99
236811067793,2019-05-01 23:13:50,4.99
072115607419,2019-05-01 20:29:09,4.99
228357178317,2019-05-01 00:08:46,4.99
411075476706,2019-05-01 02:41:08,4.99
801323246440,2019-05-01 11:25:11,4.99
227519187133,2019-05-01 06:45:12,4.99
446542465975,2019-05-01 13:37:50,4.99
325757847185,2019-05-01 06:40:32,4.99
107030709840,2019-05-01 02:23:04,4.99
313571591202,2019-05-01 02:32:51,4.99
371606276119,2019-05-01 11:19:21,4.99
804202087909,2019-05-01 10:03:03,4.99
012109939531,2019-05-01 21:01:21,4.99
186350019716,2019-05-01 05:02:59,4.99
693534440927,2019-05-01 12:53:41,4.99
001398251690,2019-05-01 10:19:44,4.99
520191802671,2019-05-01 07:47:52,4.99
537618792963,2019-05-01 08:01:02,4.99
522518618169,2019-05-01 13:06:01,4.99
709000911401,2019-05-01 22:07:37,4.99
278426396199,2019-05-01 20:56:11,4.99
663249917050,2019-05-01 05:20:17,4.99
748999286881,2019-05-01 22:59:53,5.99
977169985200,2019-05-01 15:29:07,4.99
169150667081,2019-05-01 12:57:58,4.99
520025420149,2019-05-01 17:07:07,4.99
083805915749,2019-05-01 07:47:06,4.99
937329464951,2019-05-01 05:47:56,4.99
717983759753,2019-05-01 12:53:15,4.99
806171216801,2019-05-01 04:18:13,4.99
404986092053,2019-05-01 02:09:50,4.99
426279941438,2019-05-01 01:40:46,4.99
987151545990,2019-05-01 04:17:04,4.99
107360843859,2019-05-01 20:05:33,4.99
851198330557,2019-05-01 14:18:09,4.99
921942238396,2019-05-01 16:56:30,4.99
780029169820,2019-05-01 16:49:27,4.99
008936718979,2019-05-01 00:09:31,4.99
364117833468,2019-05-01 19:52:44,4.99
005810944958,2019-05-01 19:05:38,4.99
946309485868,2019-05-01 19:08:37,4.99
218668295671,2019-05-01 02:58:30,4.99
512010834794,2019-05-01 19:26:57,4.99
345097276165,2019-05-01 05:58:01,4.99
920878198109,2019-05-01 15:53:26,4.99
126235353145,2019-05-01 02:41:25,4.99
882289430784,2019-05-01 09:20:55,4.99
037462002739,2019-05-01 17:16:15,4.99
273231267505,2019-05-01 06:57:29,4.99
012690023061,2019-05-01 10:39:46,4.99
856517078197,2019-05-01 17:42:34,4.99
439859971477,2019-05-01 06:07:47,4.99
517919702185,2019-05-01 18:14:11,4.99
567280961758,2019-05-01 20:01:30,4.99
947551387040,2019-05-01 03:48:54,4.99
363182818549,2019-05-01 02:38:33,4.99
393395322340,2019-05-01 18:07:08,4.99
819966684979,2019-05-01 05:48:10,4.99
569106533319,2019-05-01 16:35:22,4.99
231625740613,2019-05-01 08:54:11,4.99
679262644149,2019-05-01 23:19:36,4.99
417238673211,2019-05-01 08:23:56,4.99
565394813298,2019-05-01 15:24:59,4.99
063162698184,2019-05-01 20:22:20,4.99
325280635195,2019-05-01 00:18:59,4.99
975445354838,2019-05-01 01:35:57,4.99
912958952199,2019-05-01 12:32:53,4.99
141465876075,2019-05-01 21:17:58,4.99
398434021034,2019-05-01 19:04:52,4.99
915877858807,2019-05-01 05:39:10,4.99
419370384641,2019-05-01 22:50:07,4.99
824509842872,2019-05-01 01:43:40,4.99
697205807530,2019-05-01 18:34:19,4.99
666260252621,2019-05-01 21:12:19,4.99
845096912587,2019-05-01 11:23:04,4.99
386898179673,2019-05-01 05:35:29,4.99
187056774885,2019-05-01 19:23:53,4.99
822072388416,2019-05-01 02:03:27,4.99
781343573804,2019-05-01 19:26:18,4.99
049607964882,2019-05-01 18:00:54,4.99
869174255308,2019-05-01 00:14:46,4.99
086170352076,2019-05-01 02:21:46,4.99
395371984258,2019-05-01 20:17:30,4.99
110235905964,2019-05-01 02:29:37,4.99
635494164240,2019-05-01 16:45:17,4.99
224818664810,2019-05-01 15:15:50,4.99
013738651742,2019-05-01 00:11:13,4.99
777905538454,2019-05-01 09:50:41,4.99
