2.813515254752687156e+00,1.218648474524731284e+01
2.311284755275167413e+00,1.268871524472483259e+01
4.580411476782029645e+00,1.041958852321797124e+01
3.574548600010675869e+00,1.142545139998932413e+01
3.642130552622222517e+00,1.135786944737777659e+01
5.445121059809630459e+00,9.554878940190370429e+00
3.788491578826834960e+00,1.121150842117316415e+01
1.756929481091745071e+00,1.324307051890825448e+01
4.505662974709773394e+00,1.049433702529022661e+01
3.795028423963168418e+00,1.120497157603683114e+01
3.326737265582963232e+00,1.167326273441703677e+01
3.621757582508855489e+00,1.137824241749114407e+01
3.283424099153083198e+00,1.171657590084691591e+01
4.291097367789324935e+00,1.070890263221067507e+01
4.468327829881092228e+00,1.053167217011890777e+01
2.659486360523106718e+00,1.234051363947689239e+01
1.306044223609449162e+00,1.369395577639055084e+01
6.203246447325820867e+00,8.796753552674179133e+00
3.407743386149299614e+00,1.159225661385070083e+01
3.496648828546537136e+00,1.150335117145346331e+01
3.521226442895727615e+00,1.147877355710427238e+01
4.144680285514931839e+00,1.085531971448506816e+01
5.376018389192654290e+00,9.623981610807344822e+00
3.866766996652005073e+00,1.113323300334799448e+01
4.333878866853670964e+00,1.066612113314632992e+01
4.463394642106354837e+00,1.053660535789364516e+01
5.396516273672521180e+00,9.603483726327478820e+00
2.733868187317521237e+00,1.226613181268247921e+01
3.167651910812968374e+00,1.183234808918703251e+01
5.037952310272217460e+00,9.962047689727782540e+00
4.345283333917621782e+00,1.065471666608237911e+01
3.832687610874695672e+00,1.116731238912530344e+01
3.256880831923535613e+00,1.174311916807646483e+01
3.996884780240800072e+00,1.100311521975920037e+01
3.815527631188084801e+00,1.118447236881191564e+01
2.834980910271092114e+00,1.216501908972890789e+01
3.839841392173588996e+00,1.116015860782641056e+01
6.122424284808523964e+00,8.877575715191476036e+00
4.321686021730828386e+00,1.067831397826917161e+01
4.937929503810362775e+00,1.006207049618963723e+01
2.233624674464770976e+00,1.276637532553522902e+01
3.286164045834341518e+00,1.171383595416565804e+01
4.463503780024762335e+00,1.053649621997523766e+01
3.844616281427342575e+00,1.115538371857265787e+01
2.330387533600029926e+00,1.266961246639997007e+01
3.569900273747951935e+00,1.143009972625204895e+01
3.929068578781798937e+00,1.107093142121820151e+01
2.568512973967545854e+00,1.243148702603245326e+01
4.031605452464996908e+00,1.096839454753500220e+01
3.690246388636166941e+00,1.130975361136383306e+01
4.477788646625956659e+00,1.052221135337404334e+01
3.015381509660079118e+00,1.198461849033992088e+01
3.750472462407751451e+00,1.124952753759224855e+01
